category,stockNo,stockName,lastPrice,revenue,revenueGrowthYOY,operatingProfit,operatingProfitMargin,netProfit,netProfitMargin,EPS,EPSGrowthYOYPercent,yrEnd
Furniture & Household Goods,01237.HK,CH ENV TECH&BIO,0.126,587.12M,-24.000%,-115.34M,-19.645%,-110.96M,-18.900%,-0.153,-31.271%,2020/12
Furniture & Household Goods,01373.HK,IH RETAIL,3.190,2.54B,8.000%,199.14M,7.833%,150.93M,5.936%,0.211,27.108%,2020/04
Furniture & Household Goods,01418.HK,SINOMAX GROUP,0.250,3.23B,7.000%,69.00M,2.135%,58.52M,1.811%,0.033,N/A,2020/12
Furniture & Household Goods,01451.HK,MS GROUP HLDGS,0.670,248.51M,-5.000%,22.05M,8.871%,14.00M,5.634%,0.070,10.935%,2020/12
Food Additives & Flavouring,00336.HK,HUABAO INTL,18.460,4.59B,-3.000%,1.08B,23.424%,498.69M,10.856%,0.160,-59.877%,2020/12
Furniture & Household Goods,01545.HK,DESIGN CAPITAL,0.157,669.70M,N/A,62.51M,9.335%,43.45M,6.487%,0.022,17.327%,2020/12
Furniture & Household Goods,01575.HK,MORRIS HOME,0.197,722.72M,-34.000%,-104.70M,-14.486%,-108.69M,-15.039%,-0.114,27.530%,2020/12
Furniture & Household Goods,01678.HK,CREATIVE GLOBAL,0.040,128.76M,-25.000%,-354.43M,-275.264%,-378.96M,-294.309%,-0.179,-124.336%,2019/12
Furniture & Household Goods,01711.HK,ULFERTS,0.470,234.50M,7.000%,19.65M,8.380%,16.83M,7.175%,0.021,N/A,2021/03
Furniture & Household Goods,01715.HK,MIJI INTL HLDGS,0.183,225.72M,-17.000%,-26.74M,-11.848%,-25.18M,-11.156%,-0.017,N/A,2020/12
Food Additives & Flavouring,00546.HK,FUFENG GROUP,2.440,19.89B,10.000%,949.32M,4.772%,750.78M,3.774%,0.296,-40.748%,2020/12
Food Additives & Flavouring,00954.HK,CHANGMAO BIO,0.710,529.33M,-4.000%,20.26M,3.828%,20.06M,3.789%,0.038,-68.972%,2020/12
Food Additives & Flavouring,01084.HK,GF HYDROCOLLOID,1.220,877.16M,-11.000%,112.05M,12.774%,68.90M,7.855%,0.085,-41.781%,2020/12
Food Additives & Flavouring,01579.HK,YIHAI INTL,52.750,6.39B,33.000%,1.59B,24.884%,1.06B,16.515%,1.075,29.832%,2020/12
Food Additives & Flavouring,01587.HK,SHINEROAD INTL,0.380,781.07M,20.000%,58.80M,7.528%,41.59M,5.325%,0.060,33.322%,2020/12
Furniture & Household Goods,01781.HK,SC CREATIVE DEV,0.183,260.39M,-23.000%,-297.22M,-114.145%,-297.44M,-114.229%,-0.551,N/A,2019/12
Furniture & Household Goods,01868.HK,NEO-NEON,0.485,1.04B,11.000%,-79.64M,-7.621%,-33.64M,-3.220%,-0.016,-32.099%,2020/12
Furniture & Household Goods,01925.HK,KWUNGS HOLDINGS,1.130,562.79M,N/A,56.69M,10.073%,48.68M,8.651%,0.122,N/A,2020/12
Furniture & Household Goods,01999.HK,MAN WAH HLDGS,18.120,16.43B,35.000%,2.45B,14.912%,1.92B,11.711%,0.503,17.183%,2021/03
Furniture & Household Goods,02014.HK,OZNER WATER,0.089,1.91B,1.000%,-1.12B,-58.585%,-993.09M,-51.994%,-0.473,N/A,2019/12
Food Additives & Flavouring,01695.HK,S&P INTL HLDG,0.092,171.13M,31.000%,-2.40M,-1.402%,-5.82M,-3.402%,-0.005,-67.091%,2020/12
Food Additives & Flavouring,02226.HK,HONWORLD GP,3.070,1.02B,2.000%,255.22M,24.956%,218.24M,21.340%,0.377,-5.228%,2019/12
Food Additives & Flavouring,02317.HK,VEDAN INT'L,0.770,2.80B,N/A,177.38M,6.342%,129.09M,4.615%,0.085,6.396%,2020/12
Food Additives & Flavouring,03318.HK,CHINA BOTON,4.180,2.21B,20.000%,377.12M,17.076%,139.00M,6.294%,0.143,-1.547%,2020/12
Furniture & Household Goods,02023.HK,CHINA LUDAO,1.140,674.96M,46.000%,89.06M,13.195%,48.29M,7.155%,0.095,70.652%,2020/12
Furniture & Household Goods,02083.HK,NATURE HOME,1.210,4.69B,22.000%,148.33M,3.166%,21.33M,0.455%,0.015,-88.250%,2020/12
Furniture & Household Goods,02127.HK,HUISEN INTL,2.450,4.64B,N/A,795.44M,17.132%,644.44M,13.880%,0.286,N/A,2020/12
Furniture & Household Goods,02222.HK,NVC INTL,0.201,2.80B,12.000%,287.96M,10.283%,-61.68M,-2.202%,-0.015,N/A,2020/12
Footwears,00210.HK,DAPHNE INT'L,0.165,363.92M,-82.000%,-237.14M,-65.163%,-241.99M,-66.494%,-0.144,77.812%,2020/12
Footwears,00551.HK,YUE YUEN IND,19.000,65.47B,-16.000%,-609.42M,-0.931%,-703.90M,-1.075%,-0.437,N/A,2020/12
Footwears,00676.HK,PEGASUS INT'L,0.700,25.99M,-27.000%,2.48M,9.547%,-4.85M,-18.646%,-0.006,97.354%,2020/12
Footwears,00738.HK,LE SAUNDA,1.470,710.86M,-13.000%,195.12M,27.449%,126.99M,17.865%,0.180,N/A,2021/02
Footwears,01028.HK,C.BANNER,0.385,1.83B,-15.000%,-10.41M,-0.567%,7.36M,0.401%,0.004,N/A,2020/12
Footwears,01121.HK,BAOFENGMODERN,5.720,133.34M,-29.000%,-48.46M,-36.344%,-129.63M,-97.217%,-0.083,66.063%,2020/12
Footwears,01170.HK,KINGMAKER,0.910,804.72M,-23.000%,70.24M,8.729%,88.10M,10.948%,0.131,N/A,2021/03
Footwears,01255.HK,TATA HEALTH,7.320,155.36M,-54.000%,-134.96M,-86.867%,-151.87M,-97.751%,-0.710,-153.571%,2020/12
Footwears,01368.HK,XTEP INT'L,14.300,9.74B,6.000%,1.09B,11.236%,611.48M,6.278%,0.248,-27.680%,2020/12
Footwears,01836.HK,STELLA HOLDINGS,11.660,8.81B,-26.000%,15.79M,0.179%,13.06M,0.148%,0.016,-98.272%,2020/12
Footwears,08187.HK,JIMU GROUP,0.305,91.94M,-22.000%,-10.50M,-12.600%,-8.71M,-10.451%,-0.018,74.101%,2020/12
Diversified Food & Beverage,00151.HK,WANT WANT CHINA,5.550,26.05B,18.000%,6.79B,26.075%,4.92B,18.901%,0.401,24.913%,2021/03
Diversified Food & Beverage,00220.HK,U-PRESID CHINA,8.750,27.13B,10.000%,2.51B,9.262%,1.94B,7.142%,0.449,26.924%,2020/12
Diversified Food & Beverage,00345.HK,VITASOY INT'L,29.400,7.52B,3.000%,843.47M,11.217%,548.35M,7.292%,0.515,2.183%,2021/03
Diversified Food & Beverage,00374.HK,FOUR SEAS MER,2.860,4.58B,56.000%,44.48M,0.971%,30.13M,0.658%,0.078,N/A,2021/03
Dairy Products,00462.HK,NATURAL DAIRY,2.200,29.30M,-54.000%,-119.34M,-407.356%,-750.74M,"-2,562.501%",-0.277,"-1,059.414%",2015/05
Dairy Products,01112.HK,H&H INTL HLDG,31.700,13.34B,9.000%,1.90B,14.259%,1.35B,10.154%,2.110,20.245%,2020/12
Dairy Products,01117.HK,CH MODERN D,1.740,7.18B,16.000%,897.30M,12.505%,917.77M,12.790%,0.144,132.375%,2020/12
Dairy Products,01230.HK,YASHILI INT'L,0.680,4.35B,14.000%,159.04M,3.657%,120.48M,2.770%,0.025,-6.674%,2020/12
Dairy Products,01431.HK,YST DAIRY,0.560,1.85B,19.000%,688.86M,37.191%,688.86M,37.191%,0.147,176.055%,2020/12
Dairy Products,01432.HK,CHINA SHENGMU,0.650,3.17B,11.000%,591.80M,18.660%,484.72M,15.284%,0.064,"1,326.547%",2020/12
Dairy Products,01533.HK,ZHUANGYUAN PA,6.350,881.79M,-3.000%,17.88M,2.028%,12.46M,1.413%,0.060,-80.249%,2020/12
Dairy Products,01717.HK,AUSNUTRIA,10.380,9.52B,26.000%,1.42B,14.961%,1.20B,12.574%,0.726,18.329%,2020/12
Dairy Products,02319.HK,MENGNIU DAIRY,45.600,90.63B,2.000%,4.40B,4.855%,4.20B,4.636%,1.069,-8.797%,2020/12
Dairy Products,06186.HK,CHINA FEIHE,16.480,22.16B,44.000%,11.81B,53.280%,8.86B,39.999%,0.989,84.429%,2020/12
Dairy Products,09858.HK,YOURAN DAIRY,6.160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Cosmetics & Personal Care,00157.HK,NATURAL BEAUTY,0.690,410.67M,-6.000%,10.64M,2.591%,7.76M,1.889%,0.004,-64.220%,2020/12
Cosmetics & Personal Care,00178.HK,SA SA INT'L,2.100,3.04B,-46.000%,-391.48M,-12.865%,-351.37M,-11.547%,-0.113,32.335%,2021/03
Cosmetics & Personal Care,00653.HK,BONJOUR HOLD,0.249,538.79M,-63.000%,-217.30M,-40.332%,-255.73M,-47.465%,-0.075,-97.368%,2020/12
Cosmetics & Personal Care,00919.HK,MODERNHEALTHTEC,0.285,506.87M,-4.000%,133.98M,31.054%,125.72M,29.140%,0.139,N/A,2021/03
Cosmetics & Personal Care,00973.HK,L'OCCITANE,30.100,14.02B,N/A,2.01B,14.321%,1.41B,10.052%,0.957,40.259%,2021/03
Cosmetics & Personal Care,01044.HK,HENGAN INT'L,52.900,26.67B,6.000%,7.62B,28.571%,5.48B,20.536%,4.606,25.457%,2020/12
Cosmetics & Personal Care,01161.HK,WATER OASIS GP,1.480,531.37M,-30.000%,36.59M,6.885%,27.74M,5.220%,0.041,-74.051%,2020/09
Cosmetics & Personal Care,01173.HK,VEEKO INT'L,0.070,517.25M,-50.000%,-179.32M,-34.668%,-184.88M,-35.744%,-0.073,28.468%,2021/03
Cosmetics & Personal Care,01178.HK,HUIYIN HLDGS GP,0.119,35.34M,-24.000%,-37.75M,-106.831%,-35.84M,-101.409%,-0.120,78.870%,2019/06
Cosmetics & Personal Care,01259.HK,PROSPER FUTURE,0.082,1.40B,50.000%,-35.59M,-2.541%,-40.42M,-2.886%,-0.023,32.450%,2020/12
Cosmetics & Personal Care,01338.HK,BAWANG GROUP,0.105,328.95M,14.000%,-3.34M,-1.016%,-4.81M,-1.463%,-0.002,29.392%,2020/12
Cosmetics & Personal Care,01827.HK,MIRICOR,1.300,141.62M,-21.000%,-16.22M,-12.584%,-12.65M,-9.818%,-0.032,N/A,2021/03
Cosmetics & Personal Care,01962.HK,EVERGREEN PG,0.780,890.20M,14.000%,-17.35M,-1.949%,-16.18M,-1.817%,-0.020,N/A,2020/12
Cosmetics & Personal Care,02700.HK,GREEN INTL HLDG,0.485,65.53M,-16.000%,-50.42M,-76.941%,-59.27M,-90.450%,-0.109,66.849%,2020/12
Cosmetics & Personal Care,03331.HK,VINDA INT'L,23.800,16.51B,2.000%,2.45B,14.854%,1.87B,11.352%,1.565,64.218%,2020/12
Cosmetics & Personal Care,03828.HK,MING FAI INT'L,0.680,1.35B,-33.000%,102.22M,7.554%,79.05M,5.842%,0.108,-20.000%,2020/12
Cosmetics & Personal Care,06893.HK,HINSANG GROUP,0.360,119.44M,-32.000%,-36.67M,-30.703%,-31.95M,-26.750%,-0.029,-61.878%,2021/03
Cosmetics & Personal Care,08176.HK,SUPERROBOTICS,0.650,55.01M,-37.000%,-124.04M,-225.470%,-109.60M,-199.229%,-0.217,34.926%,2020/12
Cosmetics & Personal Care,08200.HK,SAU SAN TONG,1.730,1.79B,31.000%,-5.50M,-0.307%,-26.42M,-1.473%,-0.352,53.235%,2021/03
Cosmetics & Personal Care,08281.HK,CH GOLD CLASSIC,0.200,364.48M,6.000%,27.10M,7.435%,21.64M,5.938%,0.022,102.205%,2020/12
Cosmetics & Personal Care,08436.HK,TAKBO GROUP,0.275,287.77M,8.000%,20.17M,7.007%,18.41M,6.397%,0.046,-44.578%,2020/12
Cosmetics & Personal Care,08451.HK,SUNLIGHT HLDGS,0.055,74.88M,-14.000%,3.37M,4.498%,2.25M,3.001%,0.003,-0.335%,2020/09
Cosmetics & Personal Care,08473.HK,MI MING MART,0.280,148.91M,4.000%,32.54M,21.848%,27.14M,18.223%,0.024,70.423%,2021/03
Cosmetics & Personal Care,08603.HK,FAMEGLOW,0.280,82.06M,-9.000%,-27.00M,-32.906%,-26.96M,-32.854%,-0.034,15.327%,2021/03
Automobiles & Components,00048.HK,C AUTO INT DECO,0.670,168.80M,-42.000%,-4.54M,-2.692%,-4.64M,-2.747%,-0.055,87.055%,2020/12
Automobiles & Components,00175.HK,GEELY AUTO,23.300,109.79B,N/A,7.15B,6.516%,6.43B,5.859%,0.667,-33.635%,2020/12
Automobiles & Components,00179.HK,JOHNSON ELEC H,20.000,24.54B,3.000%,2.01B,8.190%,1.65B,6.718%,1.848,N/A,2021/03
Automobiles & Components,00305.HK,WULING MOTORS,1.810,18.33B,15.000%,-30.29M,-0.165%,-39.81M,-0.217%,-0.014,76.607%,2020/12
Automobiles & Components,00422.HK,VMEP HOLDINGS,0.290,652.09M,-15.000%,-38.06M,-5.836%,-56.49M,-8.663%,-0.078,50.218%,2020/12
Automobiles & Components,00425.HK,MINTH GROUP,35.550,14.86B,N/A,2.00B,13.452%,1.66B,11.194%,1.446,-12.109%,2020/12
Apparel,00113.HK,DICKSON CONCEPT,4.590,2.28B,-22.000%,565.73M,24.862%,461.82M,20.295%,1.172,-28.054%,2021/03
Automobiles & Components,00476.HK,CH DYNAMICS,0.138,23.79M,367.000%,-103.27M,-434.118%,-780.53M,"-3,281.171%",-0.100,-400.000%,2021/03
Automobiles & Components,00489.HK,DONGFENG GROUP,6.910,128.68B,13.000%,11.03B,8.575%,12.86B,9.996%,1.493,-10.474%,2020/12
Automobiles & Components,00729.HK,FDG EVEHICLES,0.190,345.61M,-64.000%,-2.66B,-769.973%,-1.99B,-575.708%,-1.670,16.080%,2019/03
Automobiles & Components,01043.HK,COSLIGHT TECH,0.520,1.84B,-49.000%,67.73M,3.674%,-37.03M,-2.008%,N/A,N/A,2019/12
Automobiles & Components,01057.HK,ZHEJIANG SHIBAO,2.170,1.31B,19.000%,44.21M,3.366%,48.68M,3.706%,0.060,N/A,2020/12
Apparel,00122.HK,CROCODILE,0.590,151.27M,-35.000%,-290.21M,-191.855%,-290.48M,-192.033%,-0.307,N/A,2020/07
Apparel,00128.HK,ENM HOLDINGS,0.650,104.98M,-20.000%,-16.13M,-15.364%,11.88M,11.318%,0.007,-74.286%,2020/12
Apparel,00130.HK,MOISELLE INT'L,0.345,127.28M,-33.000%,-29.08M,-22.845%,-22.75M,-17.874%,-0.080,84.314%,2021/03
Apparel,00311.HK,LUEN THAI,0.420,5.41B,-28.000%,-166.19M,-3.074%,-217.30M,-4.019%,-0.209,N/A,2020/12
Apparel,00330.HK,ESPRIT HOLDINGS,0.780,885.00M,-90.000%,-2.71B,-306.328%,-414.00M,-46.780%,-0.220,N/A,2020/12
Automobiles & Components,01114.HK,BRILLIANCE CHI,7.300,4.32B,-13.000%,7.05B,163.369%,7.56B,175.111%,1.498,14.027%,2019/12
Automobiles & Components,01130.HK,CHINA ENV RES,0.073,75.41M,-36.000%,-54.64M,-72.458%,-55.56M,-73.678%,-0.030,50.000%,2020/06
Automobiles & Components,01139.HK,VICTORY GROUP,0.238,0.00,-100.000%,-21.89M,N/A,-23.48M,N/A,-0.027,-40.000%,2020/12
Automobiles & Components,01148.HK,POWER XINCHEN,0.530,2.04B,-12.000%,-949.59M,-46.537%,-963.82M,-47.235%,-0.752,N/A,2020/12
Automobiles & Components,01188.HK,HYBRID KINETIC,0.040,21.83M,33.000%,-99.94M,-457.906%,-72.90M,-334.039%,-0.004,88.608%,2020/12
Apparel,00333.HK,TOP FORM INT'L,0.650,1.24B,N/A,-75.89M,-6.137%,-77.24M,-6.245%,-0.320,-25.965%,2020/06
Apparel,00375.HK,YGM TRADING,2.110,216.18M,-19.000%,-6.96M,-3.220%,-11.74M,-5.431%,-0.070,86.792%,2021/03
Apparel,00393.HK,GLORIOUS SUN,0.810,707.55M,-41.000%,102.72M,14.517%,90.02M,12.723%,0.059,-18.421%,2020/12
Apparel,00458.HK,TRISTATE HOLD,1.000,2.28B,-24.000%,-119.43M,-5.245%,-169.44M,-7.441%,-0.620,-342.857%,2020/12
Apparel,00483.HK,BAUHAUS INT'L,1.300,371.90M,-58.000%,97.86M,26.312%,99.74M,26.818%,0.271,N/A,2021/03
Automobiles & Components,01211.HK,BYD COMPANY,221.200,182.92B,34.000%,8.06B,4.406%,4.79B,2.759%,1.752,213.574%,2020/12
Automobiles & Components,01241.HK,SHUANGHUA H,0.090,76.03M,137.000%,-9.54M,-12.553%,-6.14M,-8.078%,-0.010,82.224%,2020/12
Automobiles & Components,01269.HK,FIRST CAP GP,0.058,1.62B,1.000%,-226.35M,-13.951%,-445.44M,-27.455%,-0.083,83.032%,2020/12
Automobiles & Components,01316.HK,NEXTEER,10.580,23.51B,-15.000%,920.49M,3.916%,905.29M,3.851%,0.388,-44.687%,2020/12
Automobiles & Components,01571.HK,XIN POINT HOLD,3.670,2.47B,3.000%,415.03M,16.827%,396.22M,16.064%,0.393,75.985%,2020/12
Apparel,00533.HK,GOLDLION HOLD,1.790,1.24B,-22.000%,165.41M,13.347%,148.29M,11.966%,0.151,-51.540%,2020/12
Apparel,00540.HK,SPEEDY GLOBAL,0.201,685.69M,-38.000%,-146.74M,-21.401%,-148.85M,-21.708%,-0.248,N/A,2020/12
Apparel,00592.HK,BOSSINI INT'L,0.760,1.09B,-26.000%,-319.13M,-29.234%,-367.74M,-33.687%,-0.221,-164.151%,2020/06
Apparel,00608.HK,HIGH FASHION,1.450,2.16B,-25.000%,161.67M,7.495%,124.52M,5.772%,0.410,70.833%,2020/12
Apparel,00709.HK,GIORDANO INT'L,1.740,3.12B,-35.000%,-105.00M,-3.363%,-112.00M,-3.587%,-0.071,N/A,2020/12
Automobiles & Components,01585.HK,YADEA,16.020,23.08B,72.000%,1.42B,6.166%,1.14B,4.945%,0.398,108.326%,2020/12
Automobiles & Components,01760.HK,INTRON TECH,4.360,2.38B,-7.000%,118.17M,4.974%,112.99M,4.756%,0.109,-14.841%,2020/12
Automobiles & Components,01809.HK,PRINX CHENGSHAN,8.610,7.49B,19.000%,821.41M,10.968%,720.88M,9.626%,1.132,33.322%,2020/12
Automobiles & Components,01958.HK,BAIC MOTOR,2.950,210.93B,7.000%,26.63B,12.626%,2.42B,1.146%,0.286,-58.036%,2020/12
Automobiles & Components,02025.HK,RUIFENG POWER,1.000,516.66M,30.000%,56.06M,10.850%,40.05M,7.751%,0.050,17.885%,2020/12
Apparel,00787.HK,GLOBAL BRANDS,0.189,8.39B,-13.000%,-3.00B,-35.789%,-4.64B,-55.261%,-4.539,-19.903%,2020/03
Apparel,00844.HK,GREATIME INTL,0.400,498.40M,8.000%,19.38M,3.888%,10.63M,2.134%,0.024,N/A,2020/12
Apparel,00891.HK,TRINITY,0.042,1.96B,13.000%,157.95M,8.050%,50.35M,2.566%,0.014,N/A,2019/12
Apparel,00915.HK,DAOHE GLOBAL,0.400,330.70M,-35.000%,-27.07M,-8.187%,-26.96M,-8.152%,-0.018,77.767%,2020/12
Apparel,00918.HK,STATE EN ASSETS,0.082,276.89M,31.000%,13.39M,4.837%,7.61M,2.750%,0.010,-21.488%,2021/03
Automobiles & Components,02238.HK,GAC GROUP,6.830,75.28B,12.000%,-4.25B,-5.648%,7.11B,9.443%,0.691,-4.828%,2020/12
Automobiles & Components,02333.HK,GREATWALL MOTOR,24.500,123.13B,14.000%,6.86B,5.567%,6.39B,5.191%,0.703,28.425%,2020/12
Automobiles & Components,02338.HK,WEICHAI POWER,16.740,235.39B,20.000%,14.85B,6.310%,10.97B,4.662%,1.383,7.585%,2020/12
Automobiles & Components,02339.HK,BWI INT'L,0.690,2.31B,-12.000%,-40.95M,-1.771%,-51.54M,-2.229%,-0.090,N/A,2020/12
Apparel,01025.HK,KNT HOLDINGS,0.295,62.67M,-62.000%,-44.61M,-71.190%,-44.74M,-71.390%,-0.086,4.444%,2021/03
Apparel,01146.HK,CH OUTFITTERS,0.149,867.41M,-5.000%,-90.89M,-10.478%,-145.60M,-16.785%,-0.044,N/A,2020/12
Apparel,01223.HK,SYMPHONY HOLD,0.910,352.16M,-9.000%,-212.48M,-60.337%,-216.33M,-61.429%,-0.073,N/A,2020/12
Apparel,01234.HK,CHINA LILANG,5.030,3.20B,-21.000%,776.39M,24.298%,664.18M,20.786%,0.555,-26.824%,2020/12
Apparel,01247.HK,MIKO INTL,0.530,138.00M,-25.000%,-87.26M,-63.234%,-93.23M,-67.555%,-0.954,67.182%,2020/12
Alcoholic Drinks & Tobacco,00168.HK,TSINGTAO BREW,81.150,33.09B,5.000%,3.87B,11.708%,2.62B,7.930%,1.942,26.729%,2020/12
Apparel,01346.HK,LEVER STYLE,0.385,680.17M,-28.000%,56.77K,0.008%,836.57K,0.123%,0.002,-97.926%,2020/12
Apparel,01361.HK,361 DEGREES,4.120,6.11B,-2.000%,980.56M,16.046%,494.72M,8.096%,0.240,2.575%,2020/12
Apparel,01386.HK,VESTATE GROUP,0.455,40.98M,-63.000%,-114.56M,-279.558%,-290.99M,-710.078%,-0.406,-13.397%,2020/03
Apparel,01388.HK,EMBRY HOLDINGS,1.310,1.65B,-27.000%,20.52M,1.243%,-2.82M,-0.171%,-0.007,N/A,2020/12
Accessories & Leather Goods,00125.HK,SUN HING VISION,1.680,701.67M,-23.000%,2.76M,0.393%,9.61M,1.369%,0.040,N/A,2021/03
Alcoholic Drinks & Tobacco,00236.HK,SAN MIGUEL HK,1.050,555.66M,-4.000%,14.92M,2.685%,17.23M,3.100%,0.050,66.667%,2020/12
Alcoholic Drinks & Tobacco,00291.HK,CHINA RES BEER,67.150,37.48B,1.000%,3.59B,9.568%,2.50B,6.659%,0.775,73.319%,2020/12
Alcoholic Drinks & Tobacco,00389.HK,TONTINE WINES,0.101,128.58M,-65.000%,-200.70M,-156.084%,-193.28M,-150.314%,-0.096,"-21,391.530%",2020/12
Alcoholic Drinks & Tobacco,00472.HK,NEW SILKROAD,0.190,117.55M,-44.000%,-116.24M,-98.887%,-92.03M,-78.288%,-0.029,41.667%,2020/12
Alcoholic Drinks & Tobacco,00828.HK,DYNASTY WINES,0.530,238.67M,-21.000%,177.09M,74.196%,116.38M,48.760%,0.093,N/A,2020/12
Accessories & Leather Goods,00264.HK,CN INT DEV CORP,0.930,39.77M,-35.000%,-21.76M,-54.708%,-21.76M,-54.708%,-0.057,-18.750%,2020/12
Accessories & Leather Goods,00789.HK,ARTINI HLDG,0.130,79.40M,-65.000%,-24.89M,-31.354%,-26.62M,-33.529%,-0.024,N/A,2021/03
Accessories & Leather Goods,00907.HK,ELEGANCEOPTICAL,1.430,66.25M,-62.000%,-113.11M,-170.735%,-98.40M,-148.536%,-0.222,1.620%,2020/03
Accessories & Leather Goods,01023.HK,SITOY GROUP,0.610,1.81B,-25.000%,-122.49M,-6.772%,-132.83M,-7.343%,-0.138,N/A,2020/06
Accessories & Leather Goods,01058.HK,GUANGDONG TANN,0.295,191.40M,7.000%,-2.62M,-1.371%,-2.75M,-1.437%,-0.005,92.966%,2020/12
Alcoholic Drinks & Tobacco,00886.HK,SILVER BASE,0.200,938.13M,-42.000%,-58.83M,-6.270%,-20.32M,-2.166%,-0.009,88.251%,2021/03
Alcoholic Drinks & Tobacco,01389.HK,MAJOR HLDGS,0.040,114.59M,-26.000%,-4.32M,-3.774%,-5.04M,-4.394%,-0.002,85.849%,2021/03
Alcoholic Drinks & Tobacco,01876.HK,BUD APAC,24.050,43.32B,-15.000%,7.05B,16.267%,3.99B,9.198%,0.302,-48.360%,2020/12
Alcoholic Drinks & Tobacco,06055.HK,CTIHK,16.700,3.48B,-61.000%,108.94M,3.130%,95.19M,2.735%,0.140,-73.585%,2020/12
Alcoholic Drinks & Tobacco,08116.HK,C FORTUNE INV,0.024,23.32M,-62.000%,201.53M,864.264%,201.15M,862.617%,0.066,N/A,2020/12
"Agricultural, Poultry & Fishing Production",00043.HK,C.P. POKPHAND,0.850,33.59B,23.000%,6.79B,20.201%,16.71B,49.736%,0.660,520.502%,2020/12
Accessories & Leather Goods,01100.HK,MAINLAND HOLD,1.300,1.05B,-8.000%,63.85M,6.092%,45.90M,4.379%,0.113,-21.148%,2020/12
Accessories & Leather Goods,01120.HK,ARTS OPTICAL,0.750,742.62M,-28.000%,-516.27M,-69.521%,-511.83M,-68.922%,-1.325,-275.595%,2020/12
Accessories & Leather Goods,01134.HK,KELFRED,1.510,354.18M,-14.000%,-11.60M,-3.275%,-13.40M,-3.784%,-0.027,N/A,2020/12
Accessories & Leather Goods,01150.HK,MILAN STATION,0.230,175.97M,-24.000%,-3.00M,-1.703%,-3.11M,-1.766%,-0.012,88.795%,2020/12
Accessories & Leather Goods,01731.HK,PROSPEROUS IND,1.700,1.21B,-30.000%,29.09M,2.405%,23.17M,1.916%,0.021,N/A,2020/12
Alcoholic Drinks & Tobacco,08146.HK,GRACEWINE,0.188,71.78M,-11.000%,2.23M,3.113%,-669.85K,-0.933%,-0.001,N/A,2020/12
Alcoholic Drinks & Tobacco,08179.HK,PALINDA GROUP,0.219,159.92M,-31.000%,-32.37M,-21.227%,-33.71M,-22.105%,-0.062,62.394%,2020/12
Alcoholic Drinks & Tobacco,08301.HK,MINGWAH HI TECH,0.036,12.10M,-78.000%,-8.23M,-68.003%,-8.29M,-68.466%,-0.010,80.173%,2020/12
Alcoholic Drinks & Tobacco,08509.HK,WINE'S LINK,0.710,279.40M,-16.000%,14.76M,5.284%,11.94M,4.275%,0.030,-63.492%,2020/03
"Agricultural, Poultry & Fishing Production",00073.HK,ASIAN CITRUS,0.310,503.52M,621.000%,36.26M,7.322%,27.16M,5.483%,0.022,-95.546%,2020/06
"Agricultural, Poultry & Fishing Production",00288.HK,WH GROUP,6.890,198.39B,5.000%,10.16B,5.123%,6.42B,3.236%,0.436,-43.821%,2020/12
"Agricultural, Poultry & Fishing Production",00411.HK,LAM SOON (HK),15.000,5.12B,-3.000%,399.87M,7.811%,316.89M,6.190%,1.340,-6.944%,2020/06
"Agricultural, Poultry & Fishing Production",00660.HK,WAI CHUN BIOTEC,0.072,567.55M,-2.000%,1.61M,0.284%,-8.15M,-1.436%,-0.005,-157.895%,2020/12
"Agricultural, Poultry & Fishing Production",00677.HK,GOLDEN RES DEV,0.560,1.61B,-7.000%,64.92M,4.021%,40.21M,2.491%,0.024,N/A,2021/03
Accessories & Leather Goods,01842.HK,GROWN UP GROUP,0.275,347.39M,13.000%,-10.35M,-2.980%,-14.48M,-4.167%,-0.015,54.969%,2020/12
Accessories & Leather Goods,01910.HK,SAMSONITE,15.740,11.91B,-57.000%,-9.82B,-82.397%,-9.91B,-83.146%,-6.908,N/A,2020/12
Accessories & Leather Goods,01913.HK,PRADA,56.700,23.10B,-17.000%,-493.98M,-2.139%,-516.16M,-2.235%,-0.200,N/A,2020/12
Accessories & Leather Goods,01942.HK,MOG HOLDINGS,0.880,185.80M,N/A,35.37M,19.038%,18.58M,10.000%,0.037,N/A,2021/03
Accessories & Leather Goods,02011.HK,CHINA APEX GP,2.770,170.09M,-17.000%,-53.17M,-31.258%,-46.91M,-27.578%,-0.101,-6.316%,2020/12
"Agricultural, Poultry & Fishing Production",00682.HK,CHAODA MODERN,0.051,79.27M,-15.000%,-14.82M,-18.700%,-15.25M,-19.235%,-0.004,80.713%,2020/06
"Agricultural, Poultry & Fishing Production",00875.HK,CHINA FIN INV,1.780,328.69M,5.000%,-63.49M,-19.316%,-68.09M,-20.715%,-0.290,60.274%,2020/12
"Agricultural, Poultry & Fishing Production",00926.HK,BESUNYEN,0.355,1.54B,69.000%,135.72M,8.809%,54.21M,3.518%,0.034,-70.140%,2020/12
"Agricultural, Poultry & Fishing Production",00969.HK,HUA LIEN INT'L,0.044,118.47M,-12.000%,-121.25M,-102.343%,-95.96M,-80.995%,-0.044,-4.535%,2020/12
