category,stockNo,stockName,lastPrice,change,changePercent,volumn,turnover,PE,PB,earningYield,marketCap
Furniture & Household Goods,00776.HK,IMPERIUM GP,11.040,+0.060,+0.546%,198.25K,2.17M,No Profit,N/A,0.00%,3.43B
Food Additives & Flavouring,00336.HK,HUABAO INTL,18.460,-0.260,-1.389%,6.32M,119.19M,115.07,4.06,0.81%,57.37B
Furniture & Household Goods,00837.HK,CARPENTER TAN,3.790,+0.020,+0.531%,223.50K,846.62K,10.00,1.31,5.17%,942.63M
Furniture & Household Goods,00943.HK,ZHONGZHENG INTL,0.028,-0.001,-3.448%,9.68M,270.07K,No Profit,0.22,0.00%,300.21M
Furniture & Household Goods,01027.HK,CHINA JICHENG,0.740,0.000,0.000%,0.00,0.00,No Profit,0.33,0.00%,224.13M
Furniture & Household Goods,01049.HK,CELESTIAL ASIA,1.500,0.000,0.000%,70.00,90.00,2.29,0.41,16.67%,121.08M
Furniture & Household Goods,01086.HK,GOODBABY INTL,1.740,-0.050,-2.793%,8.00M,14.00M,11.60,0.51,0.00%,2.90B
Footwears,00210.HK,DAPHNE INT'L,0.165,0.000,0.000%,220.00K,36.21K,No Profit,0.57,0.00%,299.32M
Food Additives & Flavouring,00546.HK,FUFENG GROUP,2.440,-0.050,-2.008%,5.54M,13.53M,8.24,0.44,4.06%,6.18B
Food Additives & Flavouring,00954.HK,CHANGMAO BIO,0.710,-0.010,-1.389%,428.00K,303.64K,18.62,0.49,3.36%,130.43M
Food Additives & Flavouring,01084.HK,GF HYDROCOLLOID,1.220,0.000,0.000%,1.32M,1.62M,14.35,1.34,4.10%,996.00M
Food Additives & Flavouring,01579.HK,YIHAI INTL,52.750,+0.600,+1.151%,5.24M,278.54M,49.07,14.06,0.57%,55.22B
Food Additives & Flavouring,01587.HK,SHINEROAD INTL,0.380,-0.005,-1.299%,208.00K,78.42K,6.38,0.64,3.95%,258.40M
Furniture & Household Goods,01198.HK,ROYALE HOME,1.910,-0.080,-4.020%,3.65M,6.83M,6.94,1.73,5.24%,4.96B
Furniture & Household Goods,01237.HK,CH ENV TECH&BIO,0.126,0.000,0.000%,0.00,0.00,No Profit,0.10,0.00%,107.15M
Furniture & Household Goods,01373.HK,IH RETAIL,3.190,+0.020,+0.631%,2.06M,6.52M,15.12,3.01,5.17%,2.31B
Furniture & Household Goods,01418.HK,SINOMAX GROUP,0.250,+0.020,+8.696%,206.00K,51.53K,7.49,0.46,0.00%,437.50M
Furniture & Household Goods,01451.HK,MS GROUP HLDGS,0.670,0.000,0.000%,6.00K,3.94K,9.57,0.73,0.00%,134.00M
Footwears,00551.HK,YUE YUEN IND,19.000,-0.180,-0.938%,2.31M,43.84M,No Profit,1.01,0.00%,30.63B
Footwears,00676.HK,PEGASUS INT'L,0.700,0.000,0.000%,0.00,0.00,No Profit,1.25,0.00%,511.46M
Footwears,00738.HK,LE SAUNDA,1.470,+0.010,+0.685%,274.00K,397.62K,8.17,0.87,37.42%,1.04B
Footwears,01028.HK,C.BANNER,0.385,-0.005,-1.282%,163.00K,63.08K,107.67,0.51,0.00%,799.65M
Footwears,01121.HK,BAOFENGMODERN,5.720,+0.230,+4.189%,756.00K,4.29M,No Profit,N/A,0.00%,9.45B
Diversified Food & Beverage,00151.HK,WANT WANT CHINA,5.550,+0.050,+0.909%,9.96M,55.32M,13.85,3.80,2.96%,66.74B
Food Additives & Flavouring,01695.HK,S&P INTL HLDG,0.092,-0.003,-3.158%,230.00K,20.72K,No Profit,0.44,0.00%,99.36M
Food Additives & Flavouring,02226.HK,HONWORLD GP,3.070,0.000,0.000%,0.00,0.00,8.15,0.67,2.48%,1.78B
Food Additives & Flavouring,02317.HK,VEDAN INT'L,0.770,-0.020,-2.532%,0.00,0.00,9.11,0.50,6.61%,1.17B
Food Additives & Flavouring,03318.HK,CHINA BOTON,4.180,-0.120,-2.791%,1.20M,5.01M,29.23,1.39,0.00%,4.52B
Furniture & Household Goods,01545.HK,DESIGN CAPITAL,0.157,-0.006,-3.681%,1.40M,220.78K,7.24,0.94,18.33%,314.00M
Furniture & Household Goods,01575.HK,MORRIS HOME,0.197,-0.002,-1.005%,12.00K,2.35K,No Profit,2.16,0.00%,197.00M
Furniture & Household Goods,01678.HK,CREATIVE GLOBAL,0.040,0.000,0.000%,0.00,0.00,No Profit,0.04,0.00%,86.80M
Furniture & Household Goods,01711.HK,ULFERTS,0.470,+0.085,+22.078%,8.94M,3.96M,22.38,3.25,1.34%,376.00M
Furniture & Household Goods,01715.HK,MIJI INTL HLDGS,0.183,+0.001,+0.549%,50.00K,9.15K,No Profit,1.37,0.00%,274.50M
Footwears,01170.HK,KINGMAKER,0.910,+0.020,+2.247%,28.00K,25.26K,6.97,0.50,5.50%,620.20M
Footwears,01255.HK,TATA HEALTH,7.320,+0.140,+1.950%,238.00K,1.74M,No Profit,155.41,0.00%,1.78B
Footwears,01368.HK,XTEP INT'L,14.300,-0.340,-2.322%,25.82M,364.04M,57.60,4.23,0.98%,37.59B
Footwears,01836.HK,STELLA HOLDINGS,11.660,-0.340,-2.833%,469.88K,5.51M,716.16,1.29,0.00%,9.25B
Footwears,08187.HK,JIMU GROUP,0.305,+0.005,+1.667%,1.90M,626.63K,No Profit,17.85,0.00%,152.99M
Diversified Food & Beverage,00220.HK,U-PRESID CHINA,8.750,+0.180,+2.100%,5.85M,50.59M,19.50,2.28,5.13%,37.79B
Diversified Food & Beverage,00345.HK,VITASOY INT'L,29.400,+0.550,+1.906%,2.22M,64.98M,57.09,8.68,1.12%,31.38B
Diversified Food & Beverage,00374.HK,FOUR SEAS MER,2.860,0.000,0.000%,106.00K,291.40K,36.67,0.80,3.32%,1.10B
Furniture & Household Goods,01781.HK,SC CREATIVE DEV,0.183,0.000,0.000%,0.00,0.00,No Profit,N/A,0.00%,98.82M
Furniture & Household Goods,01868.HK,NEO-NEON,0.485,+0.005,+1.042%,23.00K,11.30K,No Profit,0.52,0.00%,1.02B
Furniture & Household Goods,01925.HK,KWUNGS HOLDINGS,1.130,-0.010,-0.877%,144.00K,161.24K,9.30,1.18,5.31%,457.70M
Furniture & Household Goods,01999.HK,MAN WAH HLDGS,18.120,-0.540,-2.894%,11.46M,206.68M,36.05,6.68,1.44%,71.75B
Furniture & Household Goods,02014.HK,OZNER WATER,0.089,0.000,0.000%,0.00,0.00,No Profit,0.08,0.00%,189.78M
Furniture & Household Goods,02023.HK,CHINA LUDAO,1.140,0.000,0.000%,1.46M,1.66M,11.96,1.48,0.00%,560.65M
Furniture & Household Goods,02083.HK,NATURE HOME,1.210,-0.040,-3.200%,1.16M,1.42M,78.09,0.61,0.00%,1.67B
Furniture & Household Goods,02127.HK,HUISEN INTL,2.450,-0.020,-0.810%,8.27M,20.52M,8.57,1.57,3.22%,7.52B
Furniture & Household Goods,02222.HK,NVC INTL,0.201,+0.001,+0.500%,3.69M,760.16K,No Profit,0.22,0.00%,849.68M
Dairy Products,00462.HK,NATURAL DAIRY,2.200,0.000,0.000%,0.00,0.00,No Profit,4.00,0.00%,5.96B
Dairy Products,01112.HK,H&H INTL HLDG,31.700,-0.850,-2.611%,621.00K,19.64M,15.03,2.76,3.22%,20.44B
Dairy Products,01117.HK,CH MODERN D,1.740,+0.020,+1.163%,22.43M,38.41M,12.10,1.19,1.37%,12.37B
Dairy Products,01230.HK,YASHILI INT'L,0.680,-0.020,-2.857%,1.21M,813.37K,27.17,0.47,0.00%,3.23B
Dairy Products,01431.HK,YST DAIRY,0.560,-0.010,-1.754%,685.00K,390.11K,3.81,0.45,0.00%,2.63B
Dairy Products,01432.HK,CHINA SHENGMU,0.650,0.000,0.000%,9.08M,6.00M,10.19,1.43,0.00%,5.45B
Dairy Products,01533.HK,ZHUANGYUAN PA,6.350,+0.070,+1.115%,190.50K,1.21M,106.55,0.78,0.38%,223.08M
Dairy Products,01717.HK,AUSNUTRIA,10.380,-0.020,-0.192%,1.48M,15.32M,14.29,2.89,2.60%,17.84B
Dairy Products,02319.HK,MENGNIU DAIRY,45.600,-1.350,-2.875%,16.69M,759.54M,42.65,4.58,0.70%,180.04B
Dairy Products,06186.HK,CHINA FEIHE,16.480,-0.280,-1.671%,50.95M,836.91M,16.66,6.96,1.80%,147.22B
Dairy Products,09858.HK,YOURAN DAIRY,6.160,-0.030,-0.485%,4.97M,30.71M,N/A,N/A,0.00%,23.38B
Biotechnology,00013.HK,HUTCHMED,64.450,+4.150,+6.882%,7.43M,489.20M,N/A,N/A,0.00%,54.69B
Biotechnology,00399.HK,INNOVATIVE PHAR,0.247,0.000,0.000%,410.00K,102.00K,No Profit,N/A,0.00%,361.66M
Biotechnology,00690.HK,UNI-BIO GROUP,0.103,0.000,0.000%,0.00,0.00,No Profit,3.48,0.00%,659.82M
Biotechnology,01167.HK,JACOBIO-B,21.250,-0.500,-2.299%,457.50K,9.76M,No Profit,7.58,0.00%,16.39B
Biotechnology,01349.HK,FUDANZHANGJIANG,5.060,-0.100,-1.938%,1.47M,7.40M,24.97,2.20,1.18%,1.72B
Biotechnology,01477.HK,OCUMENSION-B,26.050,-1.250,-4.579%,779.50K,20.42M,No Profit,5.16,0.00%,16.41B
Automobiles & Components,00048.HK,C AUTO INT DECO,0.670,-0.070,-9.459%,217.20K,150.92K,No Profit,0.31,0.00%,112.03M
Biotechnology,01521.HK,FRONTAGE,8.160,-0.090,-1.091%,15.82M,134.84M,123.82,7.45,0.00%,16.72B
Biotechnology,01548.HK,GENSCRIPT BIO,34.650,+0.750,+2.212%,20.22M,708.21M,No Profit,9.68,0.00%,72.27B
Biotechnology,01672.HK,ASCLETIS-B,3.510,-0.020,-0.567%,1.41M,4.90M,No Profit,1.09,0.00%,3.86B
Biotechnology,01801.HK,INNOVENT BIO,87.600,-2.950,-3.258%,6.84M,600.53M,No Profit,11.74,0.00%,127.64B
Biotechnology,01873.HK,VIVA BIOTECH,9.900,-0.040,-0.402%,8.74M,86.61M,No Profit,4.24,0.27%,19.08B
Automobiles & Components,00175.HK,GEELY AUTO,23.300,-1.150,-4.703%,149.59M,3.46B,34.91,3.19,0.86%,228.82B
Automobiles & Components,00179.HK,JOHNSON ELEC H,20.000,-0.050,-0.249%,621.80K,12.41M,10.82,1.05,2.54%,18.08B
Automobiles & Components,00305.HK,WULING MOTORS,1.810,-0.030,-1.630%,6.08M,11.03M,No Profit,3.17,0.17%,5.97B
Automobiles & Components,00422.HK,VMEP HOLDINGS,0.290,0.000,0.000%,0.00,0.00,No Profit,0.59,0.00%,263.23M
Automobiles & Components,00425.HK,MINTH GROUP,35.550,-1.350,-3.659%,1.97M,70.50M,24.59,2.32,1.61%,41.23B
Automobiles & Components,00476.HK,CH DYNAMICS,0.138,-0.004,-2.817%,15.25M,2.11M,No Profit,0.54,0.00%,1.20B
Biotechnology,01875.HK,TOT BIOPHARM-B,4.400,-0.070,-1.566%,70.80K,312.70K,No Profit,3.81,0.00%,2.65B
Biotechnology,01877.HK,JUNSHI BIO,62.150,-2.350,-3.643%,1.98M,124.55M,No Profit,7.79,0.00%,13.63B
Biotechnology,01952.HK,EVEREST MED-B,75.000,-2.250,-2.913%,680.25K,51.70M,No Profit,2.70,0.00%,22.32B
Biotechnology,02126.HK,JW THERAP-B,23.400,-1.550,-6.212%,17.86M,410.28M,No Profit,2.22,0.00%,9.38B
Biotechnology,02142.HK,HBM HOLDINGS-B,9.530,-0.370,-3.737%,790.00K,7.54M,No Profit,2.61,0.00%,7.32B
Automobiles & Components,00489.HK,DONGFENG GROUP,6.910,-0.070,-1.003%,34.94M,240.25M,4.63,0.37,1.73%,19.73B
Automobiles & Components,00729.HK,FDG EVEHICLES,0.190,0.000,0.000%,0.00,0.00,No Profit,N/A,0.00%,475.90M
Automobiles & Components,01043.HK,COSLIGHT TECH,0.520,0.000,0.000%,0.00,0.00,N/A,0.08,0.00%,195.14M
Automobiles & Components,01057.HK,ZHEJIANG SHIBAO,2.170,-0.100,-4.405%,8.37M,18.46M,36.41,1.07,0.00%,470.42M
Automobiles & Components,01114.HK,BRILLIANCE CHI,7.300,0.000,0.000%,0.00,0.00,4.87,0.97,11.64%,36.83B
Biotechnology,02170.HK,BASECARE-B,20.900,-1.300,-5.856%,511.00K,10.82M,No Profit,12.47,0.00%,1.69B
Biotechnology,02171.HK,CARSGEN-B,30.350,-0.100,-0.328%,963.50K,29.00M,N/A,N/A,0.00%,17.22B
Biotechnology,02181.HK,MABPHARM-B,1.240,-0.010,-0.800%,418.00K,510.90K,No Profit,4.87,0.00%,5.11B
Biotechnology,02269.HK,WUXI BIO,139.500,-2.800,-1.968%,22.77M,3.22B,272.19,23.25,0.00%,591.10B
Biotechnology,02359.HK,WUXI APPTEC,176.600,-4.700,-2.592%,2.88M,519.83M,140.00,13.36,0.20%,68.03B
Apparel,00113.HK,DICKSON CONCEPT,4.590,-0.040,-0.864%,30.00K,137.46K,3.92,0.56,7.63%,1.81B
Automobiles & Components,01130.HK,CHINA ENV RES,0.073,0.000,0.000%,0.00,0.00,No Profit,0.26,0.00%,148.67M
Automobiles & Components,01139.HK,VICTORY GROUP,0.238,0.000,0.000%,0.00,0.00,No Profit,N/A,0.00%,204.48M
Automobiles & Components,01148.HK,POWER XINCHEN,0.530,-0.020,-3.636%,987.00K,521.15K,No Profit,0.26,0.00%,679.57M
Automobiles & Components,01188.HK,HYBRID KINETIC,0.040,0.000,0.000%,0.00,0.00,No Profit,1.61,0.00%,814.11M
Automobiles & Components,01211.HK,BYD COMPANY,221.200,-11.000,-4.737%,12.14M,2.68B,126.25,9.08,0.08%,231.82B
Biotechnology,02552.HK,HUA MEDICINE-B,4.490,-0.190,-4.060%,2.35M,10.55M,No Profit,5.43,0.00%,4.74B
Biotechnology,02616.HK,CSTONE PHARMA-B,16.200,-0.900,-5.263%,5.65M,92.04M,No Profit,5.40,0.00%,19.15B
Biotechnology,02696.HK,HENLIUS,38.250,+0.150,+0.394%,169.75K,6.62M,No Profit,5.45,0.00%,6.25B
Biotechnology,03347.HK,TIGERMED,183.800,+1.800,+0.989%,2.10M,393.03M,70.09,8.33,0.20%,22.63B
Biotechnology,03681.HK,SINOMAB BIO-B,3.470,-0.010,-0.287%,71.70K,243.66K,No Profit,2.97,0.00%,3.49B
Apparel,00122.HK,CROCODILE,0.590,+0.120,+25.532%,78.66M,41.55M,No Profit,0.37,0.00%,559.05M
Apparel,00128.HK,ENM HOLDINGS,0.650,+0.010,+1.563%,440.00K,281.68K,90.28,0.92,0.00%,1.07B
Apparel,00130.HK,MOISELLE INT'L,0.345,-0.030,-8.000%,140.00K,47.68K,No Profit,0.19,0.00%,99.34M
Apparel,00311.HK,LUEN THAI,0.420,0.000,0.000%,0.00,0.00,No Profit,0.30,0.00%,434.33M
Apparel,00330.HK,ESPRIT HOLDINGS,0.780,+0.020,+2.632%,4.01M,3.09M,No Profit,0.37,0.00%,2.21B
Apparel,00333.HK,TOP FORM INT'L,0.650,0.000,0.000%,6.00K,3.90K,No Profit,0.37,0.00%,195.68M
Automobiles & Components,01241.HK,SHUANGHUA H,0.090,0.000,0.000%,0.00,0.00,No Profit,0.15,0.00%,58.50M
Automobiles & Components,01269.HK,FIRST CAP GP,0.058,+0.001,+1.754%,4.94M,275.87K,No Profit,1.27,0.00%,331.80M
Automobiles & Components,01316.HK,NEXTEER,10.580,-0.220,-2.037%,10.63M,112.73M,27.29,1.82,0.69%,26.54B
Automobiles & Components,01571.HK,XIN POINT HOLD,3.670,-0.050,-1.344%,121.00K,443.21K,9.33,1.26,4.59%,3.68B
Automobiles & Components,01585.HK,YADEA,16.020,-0.680,-4.072%,10.16M,162.80M,40.24,11.22,1.81%,47.98B
Biotechnology,03839.HK,CT ENTERPRISE,1.690,-0.010,-0.588%,3.00K,5.04K,3.40,0.23,0.00%,406.81M
Biotechnology,06118.HK,AUSTAR,15.580,+1.480,+10.496%,901.00K,13.17M,217.86,12.94,0.00%,7.99B
Biotechnology,06127.HK,JOINN,122.500,-2.500,-2.000%,308.60K,37.77M,103.52,26.77,0.24%,7.44B
Biotechnology,06160.HK,BEIGENE,205.200,-6.000,-2.841%,309.98K,63.54M,No Profit,8.15,0.00%,246.18B
Apparel,00375.HK,YGM TRADING,2.110,0.000,0.000%,43.00K,90.73K,No Profit,0.65,4.74%,349.97M
Apparel,00393.HK,GLORIOUS SUN,0.810,+0.030,+3.846%,4.49M,3.55M,13.75,0.48,7.41%,1.25B
Apparel,00458.HK,TRISTATE HOLD,1.000,+0.050,+5.263%,20.00K,20.00K,No Profit,0.26,0.00%,271.61M
Apparel,00483.HK,BAUHAUS INT'L,1.300,-0.040,-2.985%,846.00K,1.10M,4.80,1.07,46.92%,477.59M
Apparel,00533.HK,GOLDLION HOLD,1.790,0.000,0.000%,49.00K,87.33K,11.85,0.40,5.31%,1.76B
Automobiles & Components,01760.HK,INTRON TECH,4.360,-0.090,-2.022%,836.00K,3.63M,39.98,2.93,0.73%,4.73B
Automobiles & Components,01809.HK,PRINX CHENGSHAN,8.610,-0.090,-1.034%,317.00K,2.72M,7.60,1.22,2.32%,5.48B
Automobiles & Components,01958.HK,BAIC MOTOR,2.950,+0.060,+2.076%,17.30M,50.74M,10.31,0.40,3.23%,7.44B
Automobiles & Components,02025.HK,RUIFENG POWER,1.000,0.000,0.000%,0.00,0.00,19.98,0.70,2.00%,800.00M
Automobiles & Components,02238.HK,GAC GROUP,6.830,-0.140,-2.009%,27.25M,186.93M,9.88,0.70,3.14%,21.16B
Apparel,00540.HK,SPEEDY GLOBAL,0.201,+0.001,+0.500%,108.00K,21.08K,No Profit,0.80,0.00%,120.60M
Apparel,00592.HK,BOSSINI INT'L,0.760,-0.040,-5.000%,19.06M,14.71M,No Profit,4.49,0.00%,1.87B
Apparel,00608.HK,HIGH FASHION,1.450,0.000,0.000%,200.00K,290.00K,3.54,0.15,2.07%,443.14M
Apparel,00709.HK,GIORDANO INT'L,1.740,+0.050,+2.959%,5.74M,9.71M,No Profit,1.11,5.75%,2.75B
Apparel,00787.HK,GLOBAL BRANDS,0.189,0.000,0.000%,0.00,0.00,No Profit,0.09,0.00%,194.42M
Automobiles & Components,02333.HK,GREATWALL MOTOR,24.500,-0.600,-2.390%,46.56M,1.14B,34.84,3.29,1.36%,75.94B
Automobiles & Components,02338.HK,WEICHAI POWER,16.740,-0.520,-3.013%,10.13M,169.81M,12.11,2.18,2.73%,32.53B
Automobiles & Components,02339.HK,BWI INT'L,0.690,+0.010,+1.471%,382.00K,250.48K,No Profit,0.42,0.00%,396.29M
Apparel,00844.HK,GREATIME INTL,0.400,+0.025,+6.667%,168.00K,67.28K,16.78,0.56,0.00%,197.73M
Apparel,00891.HK,TRINITY,0.042,0.000,0.000%,0.00,0.00,3.00,0.04,0.00%,151.13M
Apparel,00915.HK,DAOHE GLOBAL,0.400,-0.005,-1.235%,1.50M,595.93K,No Profit,11.26,0.00%,603.84M
Apparel,00918.HK,STATE EN ASSETS,0.082,0.000,0.000%,1.28M,106.29K,8.63,0.67,0.00%,78.42M
Apparel,01025.HK,KNT HOLDINGS,0.295,-0.010,-3.279%,40.00K,10.52K,No Profit,3.42,0.00%,153.40M
Apparel,01146.HK,CH OUTFITTERS,0.149,-0.006,-3.871%,10.00K,1.50K,No Profit,0.26,0.00%,513.37M
Apparel,01223.HK,SYMPHONY HOLD,0.910,+0.010,+1.111%,1.71M,1.54M,No Profit,0.94,0.55%,2.71B
Apparel,01234.HK,CHINA LILANG,5.030,-0.010,-0.198%,6.61M,34.09M,9.07,1.38,8.75%,6.02B
Apparel,01247.HK,MIKO INTL,0.530,-0.040,-7.018%,108.20K,55.60K,No Profit,0.28,0.00%,62.58M
Apparel,01346.HK,LEVER STYLE,0.385,0.000,0.000%,12.00K,4.62K,248.29,1.01,0.00%,246.05M
Apparel,01361.HK,361 DEGREES,4.120,-0.110,-2.600%,8.07M,32.86M,17.20,1.08,0.00%,8.52B
Alcoholic Drinks & Tobacco,00168.HK,TSINGTAO BREW,81.150,-1.550,-1.874%,3.11M,252.32M,41.80,4.46,1.10%,53.16B
Apparel,01386.HK,VESTATE GROUP,0.455,0.000,0.000%,0.00,0.00,No Profit,N/A,0.00%,325.87M
Apparel,01388.HK,EMBRY HOLDINGS,1.310,+0.010,+0.769%,281.00K,370.53K,No Profit,0.22,1.91%,553.37M
Alcoholic Drinks & Tobacco,00236.HK,SAN MIGUEL HK,1.050,0.000,0.000%,40.00K,42.00K,21.00,0.68,0.00%,392.25M
Alcoholic Drinks & Tobacco,00291.HK,CHINA RES BEER,67.150,-2.600,-3.728%,13.59M,915.09M,86.68,8.61,0.46%,217.85B
Alcoholic Drinks & Tobacco,00389.HK,TONTINE WINES,0.101,+0.004,+4.124%,6.04M,601.93K,No Profit,0.41,0.00%,203.31M
Alcoholic Drinks & Tobacco,00472.HK,NEW SILKROAD,0.190,-0.010,-5.000%,20.00K,3.81K,No Profit,0.36,0.00%,609.44M
Alcoholic Drinks & Tobacco,00828.HK,DYNASTY WINES,0.530,+0.010,+1.923%,410.00K,220.78K,5.69,3.35,0.00%,661.55M
Alcoholic Drinks & Tobacco,00886.HK,SILVER BASE,0.200,+0.004,+2.041%,321.00K,63.27K,No Profit,1.17,0.00%,452.02M
Alcoholic Drinks & Tobacco,01389.HK,MAJOR HLDGS,0.040,0.000,0.000%,200.00K,7.80K,No Profit,0.99,0.00%,133.04M
Alcoholic Drinks & Tobacco,01876.HK,BUD APAC,24.050,-0.450,-1.837%,9.40M,224.27M,79.74,3.85,0.91%,318.50B
Alcoholic Drinks & Tobacco,06055.HK,CTIHK,16.700,-0.200,-1.183%,1.16M,19.46M,119.29,7.27,0.24%,11.55B
Alcoholic Drinks & Tobacco,08116.HK,C FORTUNE INV,0.024,0.000,0.000%,0.00,0.00,0.36,0.56,0.00%,72.75M
Alcoholic Drinks & Tobacco,08146.HK,GRACEWINE,0.188,0.000,0.000%,0.00,0.00,No Profit,0.50,0.00%,150.40M
Alcoholic Drinks & Tobacco,08179.HK,PALINDA GROUP,0.219,0.000,0.000%,0.00,0.00,No Profit,0.35,0.00%,128.46M
Alcoholic Drinks & Tobacco,08301.HK,MINGWAH HI TECH,0.036,0.000,0.000%,0.00,0.00,No Profit,N/A,0.00%,7.21M
Alcoholic Drinks & Tobacco,08509.HK,WINE'S LINK,0.710,0.000,0.000%,0.00,0.00,23.75,1.43,0.00%,284.00M
Accessories & Leather Goods,00125.HK,SUN HING VISION,1.680,+0.160,+10.526%,298.00K,512.50K,42.00,0.57,0.89%,441.47M
"Agricultural, Poultry & Fishing Production",00043.HK,C.P. POKPHAND,0.850,0.000,0.000%,3.62M,3.07M,1.29,0.74,13.41%,20.46B
Accessories & Leather Goods,00264.HK,CN INT DEV CORP,0.930,0.000,0.000%,0.00,0.00,No Profit,N/A,0.00%,355.91M
Accessories & Leather Goods,00789.HK,ARTINI HLDG,0.130,+0.001,+0.775%,2.72M,348.50K,No Profit,0.91,0.00%,143.52M
Accessories & Leather Goods,00907.HK,ELEGANCEOPTICAL,1.430,-0.020,-1.379%,2.58M,3.69M,No Profit,3.78,0.00%,1.25B
Accessories & Leather Goods,01023.HK,SITOY GROUP,0.610,-0.010,-1.613%,868.00K,523.61K,No Profit,0.32,8.20%,588.91M
Accessories & Leather Goods,01058.HK,GUANGDONG TANN,0.295,+0.020,+7.273%,380.00K,105.20K,No Profit,5.68,0.00%,158.72M
"Agricultural, Poultry & Fishing Production",00073.HK,ASIAN CITRUS,0.310,-0.005,-1.587%,434.98K,134.94K,14.14,2.72,0.00%,774.89M
"Agricultural, Poultry & Fishing Production",00288.HK,WH GROUP,6.890,-0.090,-1.289%,30.94M,213.95M,15.81,1.31,2.54%,101.60B
"Agricultural, Poultry & Fishing Production",00411.HK,LAM SOON (HK),15.000,0.000,0.000%,0.00,0.00,11.19,1.47,3.00%,3.65B
"Agricultural, Poultry & Fishing Production",00660.HK,WAI CHUN BIOTEC,0.072,-0.002,-2.703%,0.00,0.00,No Profit,N/A,0.00%,121.02M
"Agricultural, Poultry & Fishing Production",00677.HK,GOLDEN RES DEV,0.560,+0.010,+1.818%,792.00K,436.66K,23.33,0.81,4.11%,950.55M
"Agricultural, Poultry & Fishing Production",00682.HK,CHAODA MODERN,0.051,0.000,0.000%,6.09M,312.56K,No Profit,0.60,0.00%,168.07M
Accessories & Leather Goods,01100.HK,MAINLAND HOLD,1.300,+0.040,+3.175%,502.00K,653.68K,11.48,0.68,3.85%,526.92M
Accessories & Leather Goods,01120.HK,ARTS OPTICAL,0.750,0.000,0.000%,0.00,0.00,No Profit,0.68,0.00%,289.70M
Accessories & Leather Goods,01134.HK,KELFRED,1.510,0.000,0.000%,1.60M,2.42M,No Profit,4.08,0.00%,755.00M
Accessories & Leather Goods,01150.HK,MILAN STATION,0.230,0.000,0.000%,0.00,0.00,No Profit,1.45,0.00%,163.74M
Accessories & Leather Goods,01731.HK,PROSPEROUS IND,1.700,-0.020,-1.163%,13.32M,22.07M,81.21,1.70,4.12%,1.90B
"Agricultural, Poultry & Fishing Production",00875.HK,CHINA FIN INV,1.780,0.000,0.000%,2.29K,4.06K,No Profit,1.76,0.00%,645.25M
"Agricultural, Poultry & Fishing Production",00926.HK,BESUNYEN,0.355,+0.010,+2.899%,1.16M,403.52K,10.45,0.48,10.56%,578.72M
"Agricultural, Poultry & Fishing Production",00969.HK,HUA LIEN INT'L,0.044,0.000,0.000%,0.00,0.00,No Profit,N/A,0.00%,96.41M
"Agricultural, Poultry & Fishing Production",01068.HK,YURUN FOOD,1.030,-0.030,-2.830%,2.86M,2.99M,No Profit,N/A,0.00%,1.88B
"Agricultural, Poultry & Fishing Production",01340.HK,HUISHENG INTL,0.084,-0.010,-10.638%,1.60M,131.80K,No Profit,0.10,0.00%,73.99M
"Agricultural, Poultry & Fishing Production",01610.HK,COFCO JOYCOME,3.070,-0.040,-1.286%,36.82M,112.42M,2.52,1.07,10.55%,11.98B
Conglomerates,00001.HK,CKH HOLDINGS,60.100,-0.400,-0.661%,5.07M,303.52M,7.95,0.47,3.85%,231.75B
Accessories & Leather Goods,01842.HK,GROWN UP GROUP,0.275,0.000,0.000%,72.00K,19.02K,No Profit,2.55,0.00%,275.00M
Accessories & Leather Goods,01910.HK,SAMSONITE,15.740,-0.140,-0.882%,5.54M,87.94M,No Profit,4.59,0.00%,22.60B
Accessories & Leather Goods,01913.HK,PRADA,56.700,-2.250,-3.817%,936.83K,54.21M,No Profit,5.37,0.59%,145.09B
Accessories & Leather Goods,01942.HK,MOG HOLDINGS,0.880,0.000,0.000%,48.00K,41.64K,23.50,35.20,0.00%,440.00M
Accessories & Leather Goods,02011.HK,CHINA APEX GP,2.770,-0.030,-1.071%,520.00K,1.43M,No Profit,8.48,0.00%,1.29B
"Agricultural, Poultry & Fishing Production",01699.HK,PUTIAN FOOD,0.095,0.000,0.000%,0.00,0.00,19.93,0.24,0.00%,179.46M
"Agricultural, Poultry & Fishing Production",01854.HK,GOAL FORWARD,0.140,0.000,0.000%,0.00,0.00,No Profit,1.89,0.00%,176.40M
"Agricultural, Poultry & Fishing Production",01936.HK,RITAMIX,0.850,+0.010,+1.190%,210.00K,174.78K,23.68,1.57,0.00%,425.00M
"Agricultural, Poultry & Fishing Production",03838.HK,CHINA STARCH,0.170,0.000,0.000%,343.28K,58.21K,4.50,0.29,5.33%,1.02B
"Agricultural, Poultry & Fishing Production",03889.HK,GLOBAL SWEET,0.106,+0.002,+1.923%,4.00K,424.00,No Profit,N/A,0.00%,161.92M
"Agricultural, Poultry & Fishing Production",03999.HK,DACHAN FOOD,0.880,0.000,0.000%,173.00K,152.24K,3.70,0.41,0.00%,894.25M
Conglomerates,00004.HK,WHARF HOLDINGS,29.750,+0.150,+0.507%,3.02M,89.28M,23.43,0.57,1.35%,90.89B
