category,stockNo,stockName,lastPrice,currentRatio,quickRatio,ROA,ROE,grossProfitMargin,netProgitMargin,payout,debtEquityRatio,yrEnd
Medical Equipment &  Services,01298.HK,YUNNAN ENERGY,1.700,6.19,5.66,-24.10%,-28.73%,2.25%,-101.99%,N/A,11.63%,2020/12
Medical Equipment &  Services,01302.HK,LIFETECH SCI,4.800,3.13,2.93,7.31%,9.23%,79.89%,33.64%,N/A,7.95%,2020/12
Medical Equipment &  Services,01358.HK,PW MEDTECH,1.020,29.62,29.34,11.96%,12.37%,60.08%,255.43%,328.55%,0.60%,2020/12
Medical Equipment &  Services,01419.HK,HUMAN HEALTH,0.990,1.48,1.39,-9.43%,-15.59%,41.84%,-8.90%,N/A,39.44%,2020/06
Medical Equipment &  Services,01501.HK,KDL MEDICAL,36.000,11.87,11.24,8.53%,9.29%,65.40%,33.86%,39.04%,0.13%,2020/12
Medicine,01558.HK,HEC PHARM,8.600,0.78,0.69,8.78%,17.16%,85.03%,35.75%,10.53%,61.55%,2020/12
Medicine,01643.HK,MODERN CHI MED,0.950,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Medicine,01652.HK,FUSEN PHARM,3.180,1.21,1.01,5.65%,10.63%,54.65%,14.40%,10.11%,30.10%,2020/12
Medicine,01666.HK,TONG REN TANG,7.120,3.04,1.92,4.27%,8.16%,44.88%,10.15%,43.24%,29.44%,2020/12
Medical Equipment &  Services,01515.HK,CR MEDICAL,8.900,1.88,1.81,3.46%,5.08%,23.14%,11.27%,29.60%,12.29%,2020/12
Medical Equipment &  Services,01518.HK,NC HEALTHCARE,1.330,1.88,1.81,-25.25%,-44.28%,26.48%,-72.42%,N/A,43.06%,2020/12
Medical Equipment &  Services,01526.HK,RICI HEALTH,1.300,0.62,0.60,-0.19%,-1.56%,30.16%,-0.41%,N/A,581.05%,2020/12
Medical Equipment &  Services,01612.HK,VINCENT MED,1.840,2.19,1.35,22.90%,35.46%,42.78%,18.77%,32.51%,13.85%,2020/12
Medical Equipment &  Services,01696.HK,SISRAM MED,16.180,3.74,3.07,3.09%,4.02%,55.71%,8.23%,29.90%,11.17%,2020/12
Medical Equipment &  Services,01789.HK,AK MEDICAL,13.160,4.55,3.69,12.43%,15.37%,69.01%,30.33%,11.99%,1.31%,2020/12
Medical Equipment &  Services,01830.HK,PERFECT MEDICAL,8.740,1.17,1.16,19.23%,41.56%,100.00%,26.12%,N/A,38.20%,2021/03
Medical Equipment &  Services,01833.HK,PA GOODDOCTOR,93.100,5.72,5.66,-5.11%,-5.99%,27.15%,-13.81%,N/A,0.72%,2020/12
Medical Equipment &  Services,01846.HK,EUROEYES,11.280,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Medical Equipment &  Services,01858.HK,CHUNLI MEDICAL,23.900,3.41,2.95,18.40%,26.25%,72.60%,30.22%,N/A,N/A,2020/12
Household Appliances,00229.HK,RAYMOND IND,1.130,2.62,2.03,6.59%,9.65%,14.76%,4.90%,62.60%,N/A,2020/12
Medical Equipment &  Services,01931.HK,IVD MEDICAL,3.230,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Medical Equipment &  Services,01951.HK,JXR,19.220,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Medical Equipment &  Services,02120.HK,KN HOSPITAL,51.750,1.07,1.01,3.11%,5.78%,29.34%,6.79%,N/A,50.61%,2020/12
Medical Equipment &  Services,02135.HK,RAILY AESMED,0.560,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Household Appliances,00449.HK,CHIGO HOLDING,0.043,0.84,0.62,-20.20%,-399.50%,1.70%,-41.46%,N/A,"1,139.07%",2019/12
Household Appliances,00638.HK,KIN YAT HOLD,1.050,1.29,0.72,3.23%,6.91%,11.87%,3.85%,N/A,44.24%,2021/03
Household Appliances,00669.HK,TECHTRONIC IND,133.800,1.55,0.76,8.53%,20.52%,38.25%,8.16%,N/A,43.59%,2020/12
Household Appliances,00684.HK,ALLAN INT'L,1.800,3.18,2.89,2.93%,3.85%,16.83%,5.10%,181.16%,2.16%,2021/03
Household Appliances,00751.HK,SKYWORTH GROUP,2.130,1.41,1.02,2.68%,8.83%,17.87%,3.59%,N/A,81.97%,2020/12
Household Appliances,00833.HK,ALLTRONICS,0.385,1.21,0.79,9.02%,27.09%,18.82%,5.56%,27.05%,72.51%,2020/12
Household Appliances,00921.HK,HISENSE HA,10.300,1.13,0.97,3.78%,16.15%,24.05%,3.26%,29.91%,0.52%,2020/12
Household Appliances,01280.HK,QIDIAN INTL,1.030,0.55,0.37,-20.07%,25.49%,6.64%,-23.66%,N/A,-138.45%,2020/12
Household Appliances,01455.HK,FOURACE IND GP,0.310,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Household Appliances,01691.HK,JS GLOBAL LIFE,21.750,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Household Appliances,01692.HK,TOWNRAY HLDGS,2.100,2.57,2.07,21.94%,33.72%,33.97%,19.23%,84.63%,16.88%,2020/12
Household Appliances,02148.HK,VESYNC,11.800,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Household Appliances,02381.HK,SMC ELECTRIC,0.130,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Household Appliances,06690.HK,HAIER SMARTHOME,26.950,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Household Appliances,08222.HK,E LIGHTING,0.087,1.55,1.16,15.11%,33.09%,53.58%,9.92%,N/A,83.78%,2021/03
Health Products,00897.HK,WAI YUEN TONG,0.335,1.36,0.47,-4.72%,-14.66%,40.17%,-33.92%,N/A,64.75%,2021/03
Health Products,00911.HK,QIANHAI HEALTH,0.117,9.00,3.71,-0.11%,-0.12%,5.93%,-0.11%,N/A,3.57%,2020/12
Health Products,00932.HK,SHUNTEN INTL,0.126,0.68,0.54,-61.14%,-605.00%,72.35%,-57.08%,N/A,735.76%,2021/03
Health Products,02031.HK,AUSUPREME,0.290,6.09,5.44,1.90%,2.18%,82.22%,3.74%,N/A,8.01%,2021/03
Health Products,02161.HK,JBM HEALTHCARE,1.500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Health Products,03332.HK,SINOLIFE UTD,0.183,3.01,1.83,-11.03%,-13.69%,57.57%,-16.73%,N/A,3.72%,2020/12
Furniture & Household Goods,00396.HK,HING LEE (HK),0.142,1.13,1.04,-20.11%,-38.70%,9.25%,-29.10%,N/A,55.78%,2020/12
Furniture & Household Goods,00464.HK,C OVS NUOXIN,0.500,1.01,0.64,-8.34%,-27.98%,8.58%,-6.68%,N/A,102.76%,2021/03
Furniture & Household Goods,00526.HK,CHINA AUTO NR,0.068,1.27,1.21,-1.94%,-5.83%,6.43%,-13.05%,N/A,52.28%,2020/03
Furniture & Household Goods,00531.HK,SAMSON HOLDING,0.330,1.73,1.13,-2.46%,-4.75%,24.02%,-3.52%,N/A,61.73%,2020/12
Furniture & Household Goods,00599.HK,E. BON HOLDINGS,0.410,1.96,1.16,1.53%,2.33%,37.54%,2.55%,N/A,29.70%,2021/03
Furniture & Household Goods,00776.HK,IMPERIUM GP,11.040,0.65,0.56,-35.85%,164.56%,5.59%,-43.04%,N/A,-17.31%,2020/12
Furniture & Household Goods,00837.HK,CARPENTER TAN,3.790,6.16,4.33,10.77%,13.04%,56.85%,28.51%,51.68%,1.30%,2020/12
Furniture & Household Goods,00943.HK,ZHONGZHENG INTL,0.028,1.26,0.38,-1.47%,-3.89%,28.94%,-34.77%,N/A,101.83%,2020/12
Furniture & Household Goods,01027.HK,CHINA JICHENG,0.740,3.07,1.40,-5.90%,-8.05%,15.33%,-9.96%,N/A,18.10%,2020/12
Furniture & Household Goods,01049.HK,CELESTIAL ASIA,1.500,0.70,0.59,3.62%,13.47%,100.00%,2.90%,38.19%,151.01%,2020/12
Furniture & Household Goods,01086.HK,GOODBABY INTL,1.740,1.19,0.74,2.16%,4.46%,44.17%,3.09%,N/A,52.03%,2020/12
Furniture & Household Goods,01198.HK,ROYALE HOME,1.910,2.02,1.79,14.85%,24.90%,11.02%,49.52%,36.35%,31.23%,2020/12
Furniture & Household Goods,01237.HK,CH ENV TECH&BIO,0.126,7.08,5.16,-10.59%,-11.46%,0.90%,-18.90%,N/A,0.57%,2020/12
Furniture & Household Goods,01373.HK,IH RETAIL,3.190,1.42,0.81,9.80%,19.72%,46.58%,5.94%,78.20%,68.49%,2020/04
Furniture & Household Goods,01418.HK,SINOMAX GROUP,0.250,1.20,0.77,2.33%,6.13%,19.30%,1.81%,N/A,82.29%,2020/12
Furniture & Household Goods,01451.HK,MS GROUP HLDGS,0.670,3.78,3.14,5.86%,7.65%,32.94%,5.63%,N/A,3.29%,2020/12
Furniture & Household Goods,01545.HK,DESIGN CAPITAL,0.157,2.94,2.25,7.38%,13.07%,28.47%,6.49%,132.70%,28.21%,2020/12
Furniture & Household Goods,01575.HK,MORRIS HOME,0.197,1.07,0.77,-13.47%,-119.10%,9.69%,-15.04%,N/A,284.70%,2020/12
Furniture & Household Goods,01678.HK,CREATIVE GLOBAL,0.040,2.40,2.38,-15.64%,-20.96%,27.62%,-294.31%,N/A,30.93%,2019/12
Furniture & Household Goods,01711.HK,ULFERTS,0.470,1.96,1.38,7.85%,14.55%,65.20%,7.18%,30.00%,31.97%,2021/03
Furniture & Household Goods,01715.HK,MIJI INTL HLDGS,0.183,2.96,1.94,-8.58%,-12.52%,50.16%,-11.16%,N/A,21.72%,2020/12
Furniture & Household Goods,01781.HK,SC CREATIVE DEV,0.183,0.08,0.08,-361.79%,254.35%,-0.81%,-114.23%,N/A,-149.24%,2019/12
Furniture & Household Goods,01868.HK,NEO-NEON,0.485,5.94,5.39,-1.26%,-1.70%,32.18%,-3.22%,N/A,22.14%,2020/12
Furniture & Household Goods,01925.HK,KWUNGS HOLDINGS,1.130,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Furniture & Household Goods,01999.HK,MAN WAH HLDGS,18.120,1.44,1.03,11.04%,17.92%,36.08%,11.71%,51.73%,33.86%,2021/03
Furniture & Household Goods,02014.HK,OZNER WATER,0.089,0.60,0.52,-13.12%,-43.15%,41.26%,-51.99%,N/A,148.10%,2019/12
Furniture & Household Goods,02023.HK,CHINA LUDAO,1.140,0.74,0.61,4.71%,12.77%,31.97%,7.15%,N/A,89.20%,2020/12
Furniture & Household Goods,02083.HK,NATURE HOME,1.210,1.26,1.02,0.29%,0.77%,25.38%,0.46%,N/A,64.49%,2020/12
Furniture & Household Goods,02127.HK,HUISEN INTL,2.450,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Furniture & Household Goods,02222.HK,NVC INTL,0.201,2.46,2.01,-1.18%,-1.60%,28.62%,-2.20%,N/A,2.85%,2020/12
Food Additives & Flavouring,00336.HK,HUABAO INTL,18.460,4.63,4.20,2.37%,3.52%,63.37%,10.86%,93.50%,23.35%,2020/12
Footwears,00210.HK,DAPHNE INT'L,0.165,1.52,1.30,-28.18%,-45.81%,36.61%,-66.49%,N/A,5.11%,2020/12
Food Additives & Flavouring,00546.HK,FUFENG GROUP,2.440,1.37,0.77,3.25%,5.39%,16.87%,3.77%,33.43%,29.72%,2020/12
Food Additives & Flavouring,00954.HK,CHANGMAO BIO,0.710,2.08,1.44,1.99%,2.59%,23.20%,3.79%,62.50%,0.12%,2020/12
Food Additives & Flavouring,01084.HK,GF HYDROCOLLOID,1.220,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Food Additives & Flavouring,01579.HK,YIHAI INTL,52.750,4.01,3.44,20.65%,26.86%,38.99%,16.52%,28.12%,2.23%,2020/12
Food Additives & Flavouring,01587.HK,SHINEROAD INTL,0.380,5.24,4.58,8.28%,10.35%,16.41%,5.33%,25.17%,2.50%,2020/12
Footwears,00551.HK,YUE YUEN IND,19.000,1.81,1.13,-1.07%,-2.33%,21.68%,-1.08%,N/A,60.60%,2020/12
Footwears,00676.HK,PEGASUS INT'L,0.700,1.82,1.61,-0.92%,-1.18%,13.39%,-18.65%,N/A,1.66%,2020/12
Footwears,00738.HK,LE SAUNDA,1.470,8.96,7.60,9.19%,10.64%,59.80%,17.86%,305.72%,2.70%,2021/02
Footwears,01028.HK,C.BANNER,0.385,3.40,2.53,0.35%,0.47%,55.91%,0.40%,N/A,5.46%,2020/12
Footwears,01121.HK,BAOFENGMODERN,5.720,0.44,0.27,-55.59%,242.28%,16.09%,-97.22%,N/A,-290.68%,2020/12
Food Additives & Flavouring,01695.HK,S&P INTL HLDG,0.092,4.10,2.95,-1.83%,-2.59%,11.84%,-3.40%,N/A,32.34%,2020/12
Food Additives & Flavouring,02226.HK,HONWORLD GP,3.070,1.87,0.82,4.90%,8.27%,48.51%,21.34%,20.18%,43.41%,2019/12
Food Additives & Flavouring,02317.HK,VEDAN INT'L,0.770,3.18,1.77,4.31%,5.53%,20.11%,4.62%,60.18%,16.40%,2020/12
Food Additives & Flavouring,03318.HK,CHINA BOTON,4.180,1.05,0.90,2.12%,4.28%,41.79%,6.29%,N/A,54.08%,2020/12
Footwears,01170.HK,KINGMAKER,0.910,2.88,2.30,5.36%,7.08%,4.75%,10.95%,N/A,0.07%,2021/03
Footwears,01255.HK,TATA HEALTH,7.320,1.21,0.75,-94.08%,"-1,506.64%",22.07%,-97.75%,N/A,445.53%,2020/12
Footwears,01368.HK,XTEP INT'L,14.300,2.71,2.42,4.08%,7.10%,39.14%,6.28%,56.41%,32.72%,2020/12
Footwears,01836.HK,STELLA HOLDINGS,11.660,2.97,2.09,0.15%,0.18%,17.75%,0.15%,N/A,2.44%,2020/12
Footwears,08187.HK,JIMU GROUP,0.305,2.16,2.16,-25.79%,-101.59%,100.00%,-10.45%,N/A,100.34%,2020/12
Dairy Products,00462.HK,NATURAL DAIRY,2.200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Dairy Products,01112.HK,H&H INTL HLDG,31.700,1.52,0.92,6.60%,18.33%,64.20%,10.15%,48.35%,99.53%,2020/12
Dairy Products,01117.HK,CH MODERN D,1.740,0.62,0.39,4.95%,9.75%,100.00%,12.79%,16.57%,74.23%,2020/12
Dairy Products,01230.HK,YASHILI INT'L,0.680,1.78,1.29,1.30%,1.77%,36.55%,2.77%,N/A,6.73%,2020/12
Dairy Products,01431.HK,YST DAIRY,0.560,2.35,1.85,9.99%,11.80%,29.81%,37.19%,N/A,1.57%,2020/12
Dairy Products,01432.HK,CHINA SHENGMU,0.650,0.67,0.45,6.05%,12.72%,38.53%,15.28%,N/A,42.74%,2020/12
Dairy Products,01533.HK,ZHUANGYUAN PA,6.350,0.95,0.85,0.34%,0.66%,27.96%,1.41%,40.00%,42.35%,2020/12
Dairy Products,01717.HK,AUSNUTRIA,10.380,1.58,0.87,10.86%,19.42%,49.86%,12.57%,37.18%,21.01%,2020/12
Dairy Products,02319.HK,MENGNIU DAIRY,45.600,1.21,0.99,4.40%,10.69%,37.65%,4.64%,29.88%,57.44%,2020/12
Dairy Products,06186.HK,CHINA FEIHE,16.480,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Dairy Products,09858.HK,YOURAN DAIRY,6.160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Diversified Food & Beverage,00151.HK,WANT WANT CHINA,5.550,2.23,1.95,13.31%,27.91%,48.21%,18.90%,62.29%,67.55%,2021/03
Diversified Food & Beverage,00220.HK,U-PRESID CHINA,8.750,0.80,0.55,7.35%,11.71%,35.44%,7.14%,100.00%,3.83%,2020/12
Diversified Food & Beverage,00345.HK,VITASOY INT'L,29.400,0.96,0.73,7.54%,15.16%,52.59%,7.29%,N/A,9.28%,2021/03
Diversified Food & Beverage,00374.HK,FOUR SEAS MER,2.860,1.18,0.94,0.85%,2.19%,19.18%,0.66%,N/A,108.84%,2021/03
Automobiles & Components,00048.HK,C AUTO INT DECO,0.670,1.81,1.58,-1.23%,-2.21%,9.52%,-2.75%,N/A,26.32%,2020/12
Automobiles & Components,00175.HK,GEELY AUTO,23.300,1.22,1.13,4.87%,8.96%,16.00%,5.86%,29.96%,6.56%,2020/12
Automobiles & Components,00179.HK,JOHNSON ELEC H,20.000,1.98,1.45,5.28%,9.53%,22.92%,6.72%,27.51%,21.34%,2021/03
Automobiles & Components,00305.HK,WULING MOTORS,1.810,0.85,0.75,-0.22%,-2.27%,7.86%,-0.22%,-21.51%,314.83%,2020/12
Automobiles & Components,00422.HK,VMEP HOLDINGS,0.290,2.03,1.51,-6.80%,-12.68%,9.64%,-8.66%,N/A,54.41%,2020/12
Automobiles & Components,00425.HK,MINTH GROUP,35.550,1.56,1.31,5.13%,9.34%,30.95%,11.19%,39.57%,43.75%,2020/12
Apparel,00113.HK,DICKSON CONCEPT,4.590,2.41,2.31,8.49%,14.25%,42.89%,20.30%,29.86%,50.52%,2021/03
Automobiles & Components,00476.HK,CH DYNAMICS,0.138,1.89,1.57,-34.79%,-37.03%,28.91%,"-3,281.17%",N/A,0.54%,2021/03
Automobiles & Components,00489.HK,DONGFENG GROUP,6.910,1.21,1.12,3.41%,7.95%,14.50%,10.00%,7.98%,48.55%,2020/12
Automobiles & Components,00729.HK,FDG EVEHICLES,0.190,0.58,0.51,-27.01%,388.68%,7.73%,-575.71%,N/A,-665.85%,2019/03
Automobiles & Components,01043.HK,COSLIGHT TECH,0.520,1.05,0.68,-0.48%,-1.42%,30.84%,-2.01%,N/A,49.64%,2019/12
Automobiles & Components,01057.HK,ZHEJIANG SHIBAO,2.170,1.66,1.23,2.07%,3.04%,23.59%,3.71%,N/A,7.96%,2020/12
Apparel,00122.HK,CROCODILE,0.590,0.69,0.60,-12.59%,-19.03%,69.62%,-192.03%,N/A,45.56%,2020/07
Apparel,00128.HK,ENM HOLDINGS,0.650,16.31,15.86,0.97%,1.01%,62.45%,11.32%,N/A,2.96%,2020/12
Apparel,00130.HK,MOISELLE INT'L,0.345,0.61,0.34,-2.82%,-4.27%,68.28%,-17.87%,N/A,25.32%,2021/03
Apparel,00311.HK,LUEN THAI,0.420,1.11,0.85,-5.20%,-15.06%,11.92%,-4.02%,N/A,100.36%,2020/12
Apparel,00330.HK,ESPRIT HOLDINGS,0.780,1.45,1.09,-4.00%,-9.77%,42.49%,-46.78%,N/A,72.30%,2020/12
Automobiles & Components,01114.HK,BRILLIANCE CHI,7.300,1.29,1.24,13.67%,19.93%,1.93%,175.11%,56.75%,18.66%,2019/12
Automobiles & Components,01130.HK,CHINA ENV RES,0.073,1.65,1.34,-7.29%,-9.83%,24.91%,-73.68%,N/A,10.90%,2020/06
Automobiles & Components,01139.HK,VICTORY GROUP,0.238,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Automobiles & Components,01148.HK,POWER XINCHEN,0.530,0.75,0.49,-16.15%,-37.03%,7.18%,-47.23%,N/A,63.79%,2020/12
Automobiles & Components,01188.HK,HYBRID KINETIC,0.040,2.57,2.55,-10.26%,-14.40%,0.81%,-334.04%,N/A,2.22%,2020/12
Apparel,00333.HK,TOP FORM INT'L,0.650,1.37,0.82,-9.15%,-18.14%,14.58%,-6.25%,N/A,31.32%,2020/06
Apparel,00375.HK,YGM TRADING,2.110,2.44,2.08,-1.70%,-2.18%,62.99%,-5.43%,N/A,15.33%,2021/03
Apparel,00393.HK,GLORIOUS SUN,0.810,4.18,4.04,2.86%,3.49%,19.74%,12.72%,N/A,2.13%,2020/12
Apparel,00458.HK,TRISTATE HOLD,1.000,1.62,1.05,-7.56%,-16.36%,34.25%,-7.44%,N/A,56.47%,2020/12
Apparel,00483.HK,BAUHAUS INT'L,1.300,3.67,2.96,16.64%,22.27%,64.69%,26.82%,N/A,28.32%,2021/03
Automobiles & Components,01211.HK,BYD COMPANY,221.200,1.05,0.73,2.11%,7.59%,17.75%,2.76%,10.07%,93.73%,2020/12
Automobiles & Components,01241.HK,SHUANGHUA H,0.090,4.26,3.75,-1.35%,-1.55%,15.04%,-8.08%,N/A,0.51%,2020/12
Automobiles & Components,01269.HK,FIRST CAP GP,0.058,0.75,0.72,-8.39%,-193.34%,23.20%,-27.46%,N/A,"1,202.94%",2020/12
Automobiles & Components,01316.HK,NEXTEER,10.580,1.35,1.14,3.53%,6.20%,13.57%,3.85%,18.80%,16.26%,2020/12
Automobiles & Components,01571.HK,XIN POINT HOLD,3.670,2.45,1.85,10.29%,13.58%,32.93%,16.06%,42.79%,5.95%,2020/12
Apparel,00533.HK,GOLDLION HOLD,1.790,5.37,3.88,2.80%,3.35%,58.62%,11.97%,62.91%,0.24%,2020/12
Apparel,00540.HK,SPEEDY GLOBAL,0.201,1.22,1.01,-29.94%,-99.01%,8.75%,-21.71%,N/A,90.40%,2020/12
Apparel,00592.HK,BOSSINI INT'L,0.760,1.49,0.90,-47.51%,-130.65%,48.93%,-33.69%,N/A,123.22%,2020/06
Apparel,00608.HK,HIGH FASHION,1.450,1.64,1.37,2.19%,4.29%,17.93%,5.77%,7.32%,59.78%,2020/12
Apparel,00709.HK,GIORDANO INT'L,1.740,1.78,1.41,-2.56%,-4.53%,55.61%,-3.59%,-140.85%,37.21%,2020/12
Automobiles & Components,01585.HK,YADEA,16.020,1.09,1.04,5.98%,26.67%,15.87%,4.95%,47.73%,2.13%,2020/12
Automobiles & Components,01760.HK,INTRON TECH,4.360,2.27,1.67,4.61%,7.34%,17.97%,4.76%,29.33%,35.36%,2020/12
Automobiles & Components,01809.HK,PRINX CHENGSHAN,8.610,1.15,0.82,8.08%,16.00%,22.30%,9.63%,21.05%,18.42%,2020/12
Automobiles & Components,01958.HK,BAIC MOTOR,2.950,0.90,0.71,1.05%,4.13%,23.81%,1.15%,33.33%,41.99%,2020/12
Automobiles & Components,02025.HK,RUIFENG POWER,1.000,1.42,0.95,2.33%,3.51%,24.57%,7.75%,39.95%,16.73%,2020/12
Apparel,00787.HK,GLOBAL BRANDS,0.189,0.44,0.30,-24.74%,-220.02%,36.37%,-55.26%,N/A,203.59%,2020/03
Apparel,00844.HK,GREATIME INTL,0.400,1.50,1.17,1.87%,2.99%,23.48%,2.13%,N/A,35.75%,2020/12
Apparel,00891.HK,TRINITY,0.042,1.60,1.16,0.84%,1.26%,66.66%,2.57%,N/A,23.84%,2019/12
Apparel,00915.HK,DAOHE GLOBAL,0.400,1.44,1.40,-15.04%,-50.25%,29.85%,-8.15%,N/A,40.94%,2020/12
Apparel,00918.HK,STATE EN ASSETS,0.082,0.86,0.74,2.09%,6.55%,16.78%,2.75%,N/A,136.75%,2021/03
Automobiles & Components,02238.HK,GAC GROUP,6.830,1.33,1.18,4.17%,7.07%,3.64%,9.44%,31.03%,19.54%,2020/12
Automobiles & Components,02333.HK,GREATWALL MOTOR,24.500,1.22,1.13,3.48%,9.35%,17.21%,5.19%,47.46%,38.52%,2020/12
Automobiles & Components,02338.HK,WEICHAI POWER,16.740,1.23,0.98,3.40%,17.98%,19.31%,4.66%,33.02%,65.81%,2020/12
Automobiles & Components,02339.HK,BWI INT'L,0.690,1.40,1.16,-2.29%,-5.52%,16.56%,-2.23%,N/A,36.87%,2020/12
Alcoholic Drinks & Tobacco,00168.HK,TSINGTAO BREW,81.150,1.59,1.38,5.30%,10.67%,40.42%,7.93%,46.04%,3.97%,2020/12
Apparel,01025.HK,KNT HOLDINGS,0.295,0.84,0.47,-46.58%,-99.82%,-11.04%,-71.39%,-44.19%,80.47%,2021/03
Apparel,01146.HK,CH OUTFITTERS,0.149,4.42,3.21,-6.16%,-7.38%,65.55%,-16.79%,N/A,2.52%,2020/12
Apparel,01223.HK,SYMPHONY HOLD,0.910,1.01,0.94,-4.07%,-7.50%,69.69%,-61.43%,-6.88%,62.60%,2020/12
Apparel,01234.HK,CHINA LILANG,5.030,2.81,2.29,11.12%,15.25%,44.90%,20.79%,79.35%,3.39%,2020/12
Apparel,01247.HK,MIKO INTL,0.530,1.63,1.35,-32.85%,-50.50%,7.46%,-67.55%,N/A,38.17%,2020/12
Alcoholic Drinks & Tobacco,00236.HK,SAN MIGUEL HK,1.050,1.71,1.35,2.32%,2.99%,43.80%,3.10%,N/A,16.12%,2020/12
Alcoholic Drinks & Tobacco,00291.HK,CHINA RES BEER,67.150,0.68,0.38,4.78%,9.87%,38.40%,6.66%,39.85%,0.94%,2020/12
Alcoholic Drinks & Tobacco,00389.HK,TONTINE WINES,0.101,8.14,4.79,-30.02%,-38.85%,-57.93%,-150.31%,N/A,0.76%,2020/12
Alcoholic Drinks & Tobacco,00472.HK,NEW SILKROAD,0.190,1.34,0.24,-2.11%,-5.43%,25.08%,-78.29%,N/A,107.19%,2020/12
Alcoholic Drinks & Tobacco,00828.HK,DYNASTY WINES,0.530,1.34,0.64,19.83%,58.87%,25.19%,48.76%,N/A,2.08%,2020/12
Apparel,01346.HK,LEVER STYLE,0.385,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Apparel,01361.HK,361 DEGREES,4.120,2.58,2.39,3.57%,6.28%,37.87%,8.10%,N/A,29.34%,2020/12
Apparel,01386.HK,VESTATE GROUP,0.455,0.30,0.30,-69.17%,55.76%,65.81%,-710.08%,N/A,-114.79%,2020/03
Apparel,01388.HK,EMBRY HOLDINGS,1.310,2.80,1.39,-0.08%,-0.11%,71.64%,-0.17%,-373.13%,22.42%,2020/12
Alcoholic Drinks & Tobacco,00886.HK,SILVER BASE,0.200,1.32,1.20,-0.88%,-5.25%,23.91%,-2.17%,N/A,248.52%,2021/03
Alcoholic Drinks & Tobacco,01389.HK,MAJOR HLDGS,0.040,4.26,2.07,-2.88%,-3.73%,15.15%,-4.39%,N/A,14.60%,2021/03
Alcoholic Drinks & Tobacco,01876.HK,BUD APAC,24.050,0.50,0.41,3.17%,4.81%,52.02%,9.20%,72.75%,2.20%,2020/12
Alcoholic Drinks & Tobacco,06055.HK,CTIHK,16.700,1.77,0.97,2.61%,5.99%,3.96%,2.73%,28.57%,1.77%,2020/12
Alcoholic Drinks & Tobacco,08116.HK,C FORTUNE INV,0.024,5.10,4.52,124.05%,154.46%,3.24%,862.62%,N/A,12.26%,2020/12
"Agricultural, Poultry & Fishing Production",00043.HK,C.P. POKPHAND,0.850,1.64,1.31,32.67%,60.73%,29.58%,49.74%,17.28%,45.56%,2020/12
Alcoholic Drinks & Tobacco,08146.HK,GRACEWINE,0.188,7.13,4.21,-0.20%,-0.22%,47.39%,-0.93%,N/A,0.77%,2020/12
Alcoholic Drinks & Tobacco,08179.HK,PALINDA GROUP,0.219,4.40,0.54,-7.19%,-9.15%,85.34%,-22.10%,N/A,20.73%,2020/12
Alcoholic Drinks & Tobacco,08301.HK,MINGWAH HI TECH,0.036,0.18,0.18,-103.99%,24.89%,3.02%,-68.47%,N/A,-25.99%,2020/12
Alcoholic Drinks & Tobacco,08509.HK,WINE'S LINK,0.710,1.80,0.87,2.73%,6.00%,19.79%,4.27%,N/A,96.83%,2020/03
"Agricultural, Poultry & Fishing Production",00073.HK,ASIAN CITRUS,0.310,2.80,2.75,15.57%,19.09%,100.00%,5.48%,N/A,0.92%,2020/06
"Agricultural, Poultry & Fishing Production",00288.HK,WH GROUP,6.890,1.93,1.24,4.42%,8.28%,19.64%,3.24%,40.16%,31.56%,2020/12
"Agricultural, Poultry & Fishing Production",00411.HK,LAM SOON (HK),15.000,3.52,2.62,9.86%,12.79%,23.32%,6.19%,33.58%,0.18%,2020/06
"Agricultural, Poultry & Fishing Production",00660.HK,WAI CHUN BIOTEC,0.072,0.60,0.25,-4.33%,21.74%,8.62%,-1.44%,N/A,-346.19%,2020/12
"Agricultural, Poultry & Fishing Production",00677.HK,GOLDEN RES DEV,0.560,2.90,2.34,2.39%,3.43%,37.15%,2.49%,N/A,25.05%,2021/03
